id	isv	addition	partOfSpeech
3892	tajna		f.
18940	tajnica		f.
12889	tajnik		m.anim.
4288	tajnišče		n.
37258	tajno		adv.
21180	tajnopis		m.
21181	tajnopisėc		m.anim.
4289	tajnosť		f.
12891	tajny batalion		m.
2957	tajny		adj.
4908	tajsky		adj.
6110	Tajvan		m.sg.
3320	tak, tako		adv.
12905	tako ... onako		conj.
12909	tako kako		conj.
18941	tako kazati		phrase
625	tako mnogo		adv.
18942	tako rěčeny		adj.
12904	tako skoro kako		conj.
12915	tako zvany		adj.
12906	tako že		conj.
36990	tako		n.indecl.
6311	takovy		adj.
1716	takože		adv.
23313	taksi		m.indecl.
23314	taksometr		m.
33583	taksonomičny		adj.
33582	taksonomija		f.
20205	taktika		f.
12914	takto		adv.
3099	taky		adj.
20206	talent		m.
32160	talija		f.
4667	taliŕka		f.
20207	talisman		m.
1883	tam		adv.
32993	tamburin		m.
37865	tamiľsky		adj.
19560	tamo		adv.
37219	tamošnji, tamošny		adj.
36997	tamto		pron.dem.
2263	tamtȯj	(tamta, tamto)	pron.dem.
20208	tancevati		v.intr. ipf.
36553	tancor		m.anim.
36554	tancorka		f.
23531	tanėc		m.
845	tank		m.
22807	Tanzanija		f.sg.
37234	tapeta		f.
37215	tapir		m.anim.
20763	tarantula		f.
1944	taśma		f.
18956	tata		m.anim.
36568	tataŕsky		adj.
36567	Tatarstan		m.sg.
35689	tatuaž		m.
35688	tatuovati		v.tr. ipf./pf.
1816	tę		pron.pers.
5702	te		pron.dem.
3123	teatr		m.
32987	teatraľny		adj.
4805	tebe		pron.pers.
6069	tečeńje		n.
12935	tečeńje		n.
12936	tečno		adv.
12937	tečnosť		f.
12938	tečny		adj.
3793	tęgati		v.tr. ipf.
22027	tęglivy		adj.
49	tęgnųti		v.tr. ipf.
3124	tehničny		adj.
16348	tehnik		m.anim.
16349	tehnika		f.
16350	tehnologičny		adj.
1204	tehnologija		f.
32503	tekila		f.
30874	Teksas		m.sg.
2963	tekst		m.
1484	tekstilj		m.
5417	tekti		v.intr. ipf.
6078	tekųći		adj.
22062	tekųći		adj.
5242	tekųtina		f.
15074	telę		n.
4640	telefon		m.
37024	telefonny		adj.
16351	telefonovati		v.intr. ipf.
5795	telegram		m.
23637	telekomunikacija		f.
21596	teleskop		m.
5646	tělesny		adj.
3100	telętko		n.
16353	televiděńje		n.sg.
4399	televizija		f.
4400	televizijny program		m.
36770	televizijny		adj.
36571	televizor		m.
34672	teliti sę		v.refl. ipf.
36088	tělo samoleta		n.
1485	tělo	(těla/tělese)	n.
459	tělohrånitelj		m.anim.
37866	telugsky		adj.
3330	tema		f.
17049	tematičny		adj.
35137	tematika		f.
37343	tembr		m.
37008	tėmna energija		f.
37007	tėmna materija		f.
34670	tėmněti		v.intr. ipf.
30879	tėmnica		f.
18958	tėmnolavandovy		adj.
5116	tėmnosť		f.
15075	tėmnota		f.
30880	tėmnota		f.
1749	tėmny		adj.
1486	temperatura		f.
36824	tempo		n.
37087	Temza		f.sg.
16119	tendencija		f.
1483	tenis		m.sg.
2110	teniska		f.
18959	těnj		m./f.
1577	tėnky		adj.
32997	tenor		m.anim.
18960	teolog		m.anim.
37435	teologičny		adj.
18961	teologija		f.sg.
16822	teoretično		adv.
16821	teoretičny		adj.
4739	teorija		f.
32350	teplica		f.
12960	teplo		n.sg.
20764	teploměr		m.
15076	teplota		f.
35034	teplovaty		adj.
344	teply		adj.
32497	terapevt		m.anim.
18962	terapija mateŕskoj klětki		f.
4740	terapija		f.
36940	terasa		f.
36837	tercija		f.
35451	terier		m.anim.
16121	teritoriaľno		adv.
529	teritoriaľny		adj.
3101	teritorija		f.
36149	termin dostojėństva		m.
2091	termin		m.
36593	termin		m.
37502	terminologičny		f.
37501	terminologija		f.
20765	termit		m.anim.
23638	termodinamika		f.
5107	teror		m.
34948	terorist		m.anim.
37841	terorističny akt		m.
262	terorističny		adj.
16354	terorizm		m.sg.
36161	tesati	(teše)	v.tr. ipf.
22093	těsnina		f.
3894	těsno		adv.
416	těsny		adj.
2388	test		m.
24003	tėsť		m.anim.
4759	testament		m.
18963	těsto		n.
1443	testovati		v.tr. ipf.
24004	tėšća		f.
23785	těšiti sę iz		v.refl. ipf.
15078	tetenka		f.
18965	tętiva		f.
2376	tetka		f.
37299	tezaurus		m.
15734	tęznitelj		m.anim.
6190	tęžba		f.
12971	tęžina		f.
20209	tęžko		adv.
22032	tęžko		adv.
22034	tęžko		adv.
22038	tęžko		adv.
18966	tęžkosť		f.
22039	tęžkosť		f.
5	tęžky		adj.
1970	tęžky		adj.
3654	tęžky		adj.
3895	tęžky		adj.
22036	tęžky		adj.
15737	tęžnica		f.
15736	tęžnik		m.anim.
21597	thoŕ		m.anim.
4809	ti		pron.pers.
37867	tibetsky		adj.
37088	Tibr		m.sg.
1969	tigr		m.anim.
37093	Tigris		m.sg.
1411	tiho		adv.
23499	Tihy okean		m.sg.
1844	tihy		adj.
32992	timpany		m.pl.
18967	tinejdžer		m.anim.
30888	tinktura		f.
3224	tip		m.
37424	tip		m.anim.
12989	tipično		adv.
12990	tipičnosť		f.
12991	tipičny		adj.
12992	tipka		f.
15080	tipkati		v.tr. ipf.
38061	tipkovna grěška		f.
18970	tipkovnica		f.
37450	tipografičny		adj.
1567	tipografija		f.
35973	tipologičny		adj.
35972	tipologija		f.
4665	tir		m.
32477	tiran		m.anim.
30889	tiranija		f.
36631	tiranozavr		m.
37078	Tisa		f.sg.
23615	tiskaŕ		m.anim.
23614	tiskaŕstvo		n.sg.
22091	tiskati		v.tr. ipf.
22090	tisknųti		v.tr. pf.
3360	tišina		f.
1492	titan		m.sg.
35453	tjulenj		m.anim.
19008	tjuŕma		f.
30920	tjutjun		m.sg.
18971	tkanina		f.
35429	tkanj		f.
34856	tkati		v.tr. ipf.
22108	tknųti sę		v.refl. pf.
22099	tknųti		v.tr. pf.
22101	tknųti		v.tr. pf.
30892	tlěńje		n.sg.
30893	tlěti		v.intr. ipf.
16888	tlo		n.
34949	tlo		n.
1126	ťma		f.
36995	to		pron.dem.
30894	toalet		m.
34754	toaletny papir		m.sg.
1507	tobě		pron.pers.
6312	točiti sę		v.refl. ipf.
36477	točiti sę		v.refl. ipf.
22055	točiti		v.tr. ipf.
22057	točiti		v.tr. ipf.
22058	točiti		v.tr. ipf.
22059	točiti		v.tr. ipf.
23447	tȯčka s komojų		f.
23446	tȯčka s zapętojų		f.
20211	tȯčka zrěńja		f.
5271	tȯčka		f.
13009	tȯčno		adv.
18975	tȯčnosť		f.
3593	tȯčny		adj.
35442	tofi		n.indecl.
2120	tȯgda, tȯgdy		adv.
2893	tȯj	(ta, to)	pron.dem.
20212	tȯjže	(taže, tože)	pron.dem.
3533	tok		m.
22060	tok		m.
22061	tok		m.
22063	tokaŕ		m.anim.
35317	tokråtno		adv.
18977	tolerancija		f.
34952	tolerantny		adj.
12901	toliko kako		conj.
2144	toliko		adv.
15082	toliko		adv.
19597	tolikråt		adv.
19589	toliky		adj.
33459	tȯlkti		v.intr. ipf.
18979	tȯlmač		m.anim.
873	tȯlmačeńje		n.
3896	tȯlmačiti		v.tr. ipf.
22	tȯlpa		f.
32229	tȯlsto piśmo		n.
13017	tȯlstosť		f.
2313	tȯlsty		adj.
38148	tom		m.
30897	tomat		m.
4036	tomu že		conj.
4031	tomu		adv.
13020	tomu		adv.
3383	ton		m.
368	tona		f.
37333	tonaľnosť		f.
37334	tonaľny		adj.
37330	tonika		f.
30898	tȯnky		adj.
5337	tonųti		v.intr. ipf.
21598	tonųti		v.intr. ipf.
30899	topinambur		m.
18982	topišče		n.
1719	topiti		v.tr. ipf.
36490	topografičny		adj.
36489	topografija		f.sg.
34561	topolja		f.
36771	toponim		m.
34035	tȯptati		#v.intr. ipf.
15560	torba do spańja		f.
32241	torba		f.
35480	torf		m.
35108	tornado		n.
32489	tors		m.
33720	tort		m.
36541	tost		m.
36542	toster		m.
32742	totalitarizm		m.sg.
32743	totalitarny		adj.
32744	totaľny		adj.
37263	totem		m.
37264	totemizm		m.
15594	totȯžny		adj.
2192	tovar		m.
4211	tovariš		m.anim.
34764	tovariška		f.
15073	tovarna		f.
13032	tȯž		adv.
2314	tradicija		f.
1458	tradicijny		adj.
16728	tradicionalist		m.anim.
2424	tragedija		f.
4401	tragičny		adj.
18984	trajati		v.intr. ipf.
32481	trajny		adj.
35712	Trakija		f.sg.
38114	Trakija		f.
38115	Trakijėc		m.anim.
35713	trakijsky		adj.
38116	trakijsky		adj.
35141	traktat		m.
35465	traktor		m.
3103	tramvaj		m.
36650	trankvilizator		m.
36329	transkribovati		v.tr. ipf./pf.
16823	transkripcija		f.
3947	transliteracija		f.
37017	transliterator		m.
3946	transliterovati		v.tr. ipf.
6314	transparent		m.
35430	transplantacija		f.
18986	transport		m.
36408	transportovati		v.tr. ipf./pf.
36022	tranzitna viza		f.
35590	trasa		f.
3602	trata		f.
3276	tratiti		v.tr. ipf.
18987	tratiti		v.tr. ipf.
34953	tratiti		v.tr. ipf.
12	trava		f.
13039	travėnj		m.
21182	travimy		adj.
21183	travjeńje		n.sg.
31869	travma		f.
31870	travmatizovati		v.tr. ipf./pf.
18988	travnik		m.
18989	travojed		m.anim.
22949	travojedny		adj.
13040	tŕbuh		m.
13041	tŕbušny		adj.
13048	trěba by bylo		adv.
13049	trěba priznati		phrase
13042	trěba		adv.
18990	trěbovańje		n.
1942	trěbovati		v.aux. ipf.
32222	trefy		f.pl.
36659	trejler		m.
14736	trend		m.
13052	trener		m.anim.
3898	trening		m.
3899	treningovy		adj.
3897	trenovati		v.tr. ipf.
16909	trepetati		v.intr. ipf.
13058	tręseńje		n.
3523	trěsk		m.
36959	treska		f.
13064	tręsti sę		v.refl. ipf.
3902	tręsti		v.tr. ipf.
13087	tretina		num.fract.
20213	treťje		adv.
37475	treťji měsęc		m.
439	treťji		num.ord.
2961	trėvoga		f.
3900	trėvožiti sę		v.refl. ipf.
34829	trėvožiti		v.tr. ipf.
32486	trėvožny		adj.
34673	trězvěti		v.intr. ipf.
37581	trězvosť		f.
18991	trězvy		adj.
2348	trg		m.
22130	trgati		v.tr. ipf.
22134	trgati		v.tr. ipf.
22136	trgnųti		v.tr. pf.
22137	trgnųti		v.tr. pf.
36875	trgova komora		f.
20216	trgovańje		n.
3326	trgovati		v.intr. ipf.
1413	trgovėc		m.anim.
20221	trgovišče		n.
2300	trgovja		f.
4260	trgovy		adj.
1466	tri		num.card.
36594	tribuna		f.
36633	triceratops		m.
1774	tridesęť, tridesęti		num.card.
23686	tridesęty		num.ord.
38008	trigraf		m.
16756	trik		m.
2014	trikråtno		adv.
4411	trikųtnik		m.
4412	trikųtny		adj.
36292	triler		m.
20222	trilětny		adj.
37456	trilogija		f.
18992	trimati sę nečego		v.refl. ipf.
15083	trimati		v.tr. ipf.
986	trinadsęť		num.card.
23681	trinadsęty		num.ord.
38097	trio		n.
274	trista, tristo		num.card.
36032	triumfaľny lųk		m.
20223	triumfaľny		adj.
35284	triviaľny		adj.
15605	trivųgȯľnik		m.
31871	trivyměrny		adj.
34643	trizųbėc		m.
23724	tŕn		m.
23402	trofej		m.
33555	troha		f.
35111	trohy, trohų		adv.
34541	Troja		f.sg.
16453	trojaky		num.diff.
34542	trojańsky konj		m.anim.
18994	trojce toliko		adv.
15601	trojčęta		n.pl.
16430	troje		num.coll.
16457	trojka		num.subst.
16439	trojny		num.mult.
18996	trojskok		m.
32440	trolejbus		m.
32442	trolj		m.anim.
23435	trombon		m.
988	tron		m.
974	tropičny ciklon		m.
34963	tropičny		adj.
5997	trotuar		m.
18999	tŕpělivosť		f.
23990	tŕpělivy		adj.
36708	tŕpěńje		n.sg.
742	tŕpěti	(tŕpi)	v.intr. ipf.
3448	tŕpěti	(tŕpi)	v.tr. ipf.
18997	tŕpimosť		f.
18998	tŕpimy		adj.
3826	tŕti, trěti	(tre)	v.tr. ipf.
5269	trųba		f.
23424	trųba		f.
37247	trųbač		m.anim.
976	trųbiti		v.tr. ipf.
13095	trųbka poživjeńja		f.
32851	trųbkozųb		m.anim.
5270	trųboprovod		m.
215	trud		m.
1525	truditi sę		v.refl. ipf.
13099	trudnosť		f.
3093	trudny		adj.
19001	trudoljubivo		adv.
19002	trudoljubivosť		f.
19004	trudoljubivy		adj.
19000	trudoljubje		n.sg.
5338	trup		m.
23171	trutėnj		m.anim.
30913	trvaly		adj.
35939	trvańje		n.
1055	trvati		v.intr. ipf.
33342	tu i tam		adv.
1758	tu		adv.
23436	tuba		f.
410	tuberkuloza		f.
4717	tųdy		adv.
36929	tųga		f.
22041	tųgy		adj.
20769	tuk		m.
1601	tulipan		m.
30916	tulov		m.
37030	tundra		f.
20770	tunėc		m.anim.
34927	tunel		m.
5995	Tunizija		f.sg.
34680	tųpěti		v.intr. ipf.
4775	tųpy		adj.
3095	Turcija		f.sg.
1691	turėčsky		adj.
11716	turist s rancem		m.anim.
1598	turist		m.anim.
34965	turističny		adj.
34964	turizm		m.sg.
38009	turkijsky		adj.
23641	Turkmenistan		m.sg.
23642	turkmeńsky		adj.
30890	turkysovy		adj.
13110	turnir		m.
3694	tuš		m.
15606	tut		adv.
15607	tutčas		adv.
15609	tutčasno		adv.
15610	tutčasnosť		adv.
15611	tutčasny		adj.
15612	tutčasny		adj.
15613	tutdėnj		adv.
15614	tutdėnny		adj.
36996	tuto		pron.dem.
1534	tutȯj	(tuta, tuto)	pron.dem.
37218	tutȯšnji, tutȯšny		adj.
36086	tutovo drěvo		n.
37868	tuvińsky		adj.
22749	tuzemėc		m.anim.
22043	tųžiti sę		v.refl. ipf.
22042	tųžiti		v.intr. ipf.
36093	tvarog		m.
35976	tvid		m.
2231	tvoj		pron.poss.
20224	tvor		m.
19010	tvoŕba		f.
19011	tvorčestvo		n.sg.
1548	tvorčji		adj.
35771	tvorėc		m.anim.
4841	tvoritelj		m.anim.
5976	tvoriteljnik, tvoriteljny padež		m.
3030	tvoriti		v.tr. ipf.
22144	tvorivo		n.
17051	tvorjeńje		n.sg.
34703	tvŕděti		v.intr. ipf.
6111	tvŕditi		v.tr. ipf.
13118	tvŕdnųti		v.intr. ipf.
30923	tvŕdo		adv.
19015	tvŕdoglåvy		adj.
13119	tvŕdosť		f.
1532	tvŕdy		adj.
16802	tvŕđa		f.
1087	tvŕđeńje		n.
675	ty	(tebe/tę, tobě/ti, tobojų)	pron.pers.
19016	tyčkoskok		m.
13003	tydėnj	#	m.
16128	tydnjeva gazeta		f.
12980	tydnjevo		adv.
13006	tydnjevy žurnal		m.
12981	tydnjevy		adj.
22111	tykalo		n.
22107	tykati sę	(tyče)	v.refl. ipf.
22098	tykati	(tyče)	v.tr. ipf.
22100	tykati	(tyče)	v.tr. ipf.
36405	tykati		v.tr. ipf.
30927	tykva		f.
19018	tyl		m.
16835	tym ne mėnje		adv.
31792	tymijan		m.
2389	tysęć		num.card.
4694	tysęćlěťje		n.
20226	tysęćlětny		adj.
12999	tysęćročje		n.
4395	tysęčny		num.ord.
4923	u	(+2)	prep.
13142	ubědimy		adj.
36667	uběditi sę		v.refl. pf.
4450	uběditi		v.tr. pf.
13145	ubědlivy		adj.
20227	uběđajųći		adj.
36669	uběđati sę		v.refl. ipf.
4449	uběđati		v.tr. ipf.
13140	uběđeńje		n.
13141	uběđenosť		f.
23753	uběđeny		adj.
5448	uběgati		v.intr. ipf.
5449	uběgti	(uběži)	v.intr. pf.
23986	uběžišče		n.
277	ubijca		m.anim.
279	ubijstvo		n.
2129	ubiti	(ubije)	v.tr. pf.
2130	ubivati		v.tr. ipf.
19019	ubogy		adj.
30934	ubrus		m.
32790	ubrus		m.
32792	ubrus		m.
16873	učarovany		adj.
16871	učarovati		v.tr. pf.
16872	učarovyvati		v.tr. ipf.
19022	učebnik		m.
13160	učebny		adj.
2128	učenica		f.
13167	učeničsky		adj.
13161	učenik		m.anim.
17057	učeńje		n.sg.
22159	učeńje		n.sg.
13168	učeny	(-ogo)	m.anim.
3767	učęsťje		n.sg.
13171	učęstnica		f.
774	učęstničstvo		n.sg.
5609	učęstnik		m.anim.
2948	učęstvovati		v.intr. ipf.
3327	učet		m.
37367	učetovoditelj		m.anim.
37368	učetovoditeljka		f.
16377	učilišče		n.
4448	učinitelj		m.anim.
2966	#učiniti		v.tr. pf.
19025	učinȯk		m.
916	učitelj		m.anim.
36678	učiteljka		f.
1531	učiti sę		v.refl. ipf.
1526	učiti		v.tr. ipf.
19026	učtivy		adj.
15097	udača		f.
15100	udačlivy		adj.
34973	udačnik		m.anim.
15099	udačno		adv.
34972	udačny		adj.
17095	udaliti		v.tr. pf.
17096	udaliti		v.tr. pf.
17052	udaljati		v.tr. ipf.
17094	udaljati		v.tr. ipf.
19028	udaljeńje		n.sg.
3394	udaljenosť		f.
3754	udar		m.
3710	udariti		v.tr. pf.
3709	udarjati		v.tr. ipf.
13955	udarjeńje		n.
34971	udati sę	(uda)	v.refl. pf.
21184	udav		m.anim.
34970	udavati sę		v.refl. ipf.
31819	udaviti		v.tr. pf.
20228	uděl		m.
19031	uděliti		v.tr. pf.
19030	uděljati		v.tr. ipf.
20230	udiviteljno		adv.
35204	udiviteljny		adj.
3909	udiviti		v.tr. pf.
13199	udivjajųći		adj.
3349	#udivjati sę		v.refl. ipf.
3910	udivjati		v.tr. ipf.
4219	udivjeńje		n.sg.
5966	udivjeny		adj.
37869	udmurtsky		adj.
15102	udobno		adv.
19034	udobnosť		f.
19035	udobny		adj.
35884	udobstvo		n.
4209	udoskonaliti		v.tr. pf.
19039	udŕžati sę od	(+2)	v.refl. pf.
19037	udŕžati		v.tr. pf.
19043	udŕživati sę od	(+2)	v.refl. ipf.
19041	udŕživati		v.tr. ipf.
15222	udušeny		adj.
5562	udušiti		v.tr. pf.
13203	udvojeny		adj.
13202	udvojiti		v.tr. pf.
23937	ugadati		v.tr. pf.
23939	ugadyvańje		n.sg.
23938	ugadyvati		v.tr. ipf.
1542	ugasati		v.intr. ipf.
2291	ugasnųti		v.intr. pf.
5820	uględati		v.tr. ipf.
5821	uględěti	(uględi)	v.tr. pf.
19045	ugodny		adj.
13210	ugovor		m.
5595	ugryzti		v.tr. pf.
33407	uhađati za	(+5)	v.intr. ipf.
36054	uho, uško [@]		n.
830	uho	(uha/ušese; pl. uši)	n.
5482	uhoditi		v.intr. ipf.
32521	uhovŕtka		f.
13898	uj, ujėc		m.anim.
5483	ujdti	(ujde; ušėl)	v.intr. pf.
13223	ujediniti		v.tr. pf.
13224	ujedinjati		v.tr. ipf.
5495	ujehati	(ujede)	v.intr. pf.
15166	ujenka		f.
19048	ujęti	(ujme)	v.tr. pf.
5496	uježđati		v.intr. ipf.
5930	Ujgur		m.anim.
5931	ujguŕsky		adj.
19050	ujmati		v.tr. ipf.
13227	ukaz		m.
20238	ukazańje		n.
20239	ukazatelj		m.
17053	ukazateljny zaimennik		m.
20241	ukazati	(ukaže)	v.tr. pf.
20242	ukazyvati		v.tr. ipf.
32011	uklåti	(ukolje)	v.tr. pf.
17054	ukončeny		adj.
19052	ukrađeńje		n.
3049	Ukrajina		f.sg.
596	Ukrajinėc		m.anim.
38010	ukrajinizacija		f.
831	ukrajińsky		adj.
23168	ukrasiti		v.tr. pf.
941	ukrasti	(ukrade)	v.tr. pf.
23167	ukrašati		v.tr. ipf.
23169	ukrašeńje		n.
32100	ukrěpiti		v.tr. pf.
32101	ukrěpjati		v.tr. ipf.
31993	ukrotiti		v.tr. pf.
4176	ukryti		v.tr. pf.
36507	ukryťje		n.
13236	ukryty		adj.
4177	ukryvańje		n.sg.
13238	ukryvatelj		m.anim.
4175	ukryvati		v.tr. ipf.
17719	ukųsiti		v.tr. pf.
23841	ulagađati		v.tr. ipf.
23839	ulagoditi		v.tr. pf.
35072	ulėgšati		v.tr. ipf.
35071	ulėgšiti		v.tr. pf.
4849	ulěpšati		v.tr. ipf.
6055	ulěpšeńje		n.
4850	ulěpšiti		v.tr. pf.
5450	ulětati		v.intr. ipf.
5451	uletěti	(uleti)	v.intr. pf.
2098	ulica		f.
24015	ulična lampa		f.
37582	uličny		adj.
20243	ulja		f.
5743	ulomȯk		m.
5744	ulomȯk		m.
36550	ulov		m.
23647	ultrafioletovo světlo		n.sg.
35757	ultrafioletovy		adj.
20771	ulučati		v.tr. ipf.
20772	ulučiti		v.tr. pf.
35312	ulučšati		v.tr. ipf.
35313	ulučšeńje		n.
35311	ulučšiti		v.tr. pf.
13252	um		m.
21599	umarjajųći		adj.
20774	umarjati		v.tr. ipf.
13531	uměńje		n.
4101	umėnšati		v.tr. ipf.
4099	umėnšiti		v.tr. pf.
23047	uměriti		v.tr. pf.
34979	uměrjati		v.tr. ipf.
20775	uměrjeny		adj.
3963	uměstiti		v.tr. pf.
30950	uměstno		adv.
32794	uměstny		adj.
3965	uměšćati		v.tr. ipf.
19055	uměšćeńje		n.
389	uměti		v.aux. ipf.
23046	umětna inteligencija		f.
19056	umětnica		f.
19057	umětničsko		adv.
13267	umětničsky		adj.
13268	umětnik		m.anim.
2290	umětnosť		f.
4842	umětny		adj.
872	umirati		v.intr. ipf.
13271	umnik		m.anim.
13272	umno		adv.
13273	umnosť		f.
13274	umny		adj.
22167	umny		adj.
22168	umny		adj.
15111	umoliti		v.tr. pf.
15112	umoljati		v.tr. ipf.
2980	umoriti sę		v.refl. pf.
20778	umoriti		v.tr. pf.
21601	umorjeńje		n.sg.
13277	umorjenosť		f.
594	umorjeny		adj.
4543	umožniti		v.tr. pf.
4542	umožnjati		v.tr. ipf.
35384	umŕly, umrěly		adj.
977	umŕti, umrěti	(umre)	v.intr. pf.
20779	umŕtviti		v.tr. pf.
20781	umŕtvjati		v.tr. ipf.
20783	umysl		m.
20245	umysľno		adv.
20246	umysľny		adj.
5290	umyti		v.tr. pf.
5285	umyvaľnik		m.
16380	umyvati		v.tr. ipf.
13286	unarodniti		v.tr. pf.
13289	unarodnjati		v.tr. ipf.
13284	unarodnjeńje		n.
38011	uncial		m.
13292	unemožniti		v.tr. pf.
13293	unemožnjati		v.tr. ipf.
2100	uneviniti		v.tr. pf.
1131	unevinjati		v.tr. ipf.
35913	uniforma		f.
13296	unija		f.
35322	unikaľnosť		f.
35026	unikaľny		adj.
1708	Unikod		m.sg.
33260	uniščeńje		n.
978	uniščiti		v.tr. pf.
3072	universaľny		adj.
1547	universitet		m.
4508	uniziti		v.tr. pf.
4223	unižajųći		adj.
4507	unižati		v.tr. ipf.
4509	unižeńje		n.
19059	#unižnosť		f.
36186	uosobjeńje		n.
4662	upad		m.
21185	upadȯk		m.
19060	upakovati		v.tr. pf.
19061	upakovyvati		v.tr. ipf.
1060	upasti	(upade)	v.intr. pf.
5537	upekti		v.tr. pf.
13312	uperiti		v.tr. pf.
5579	upiti sę	(upije)	v.refl. pf.
438	upity		adj.
5578	upivati sę		v.refl. ipf.
19064	upodabnjati sę		v.refl. ipf.
19062	upodabnjati		v.tr. ipf.
19068	upodobniti sę		v.refl. pf.
19066	upodobniti		v.tr. pf.
5897	upokarnjati		v.tr. ipf.
5896	upokorniti		v.tr. pf.
3778	upȯlnomoćeny		adj.
1419	upȯlnomoćevati		v.tr. ipf.
1779	upȯlnomoćiti		v.tr. pf.
19070	uporny		adj.
35654	upotrěba		f.
4539	upotrěbimy		adj.
4374	upotrěbitelj		m.anim.
3092	upotrěbiti		v.tr. pf.
1388	upotrěbjati		v.tr. ipf.
1505	upotrěbjeńje		n.
1559	uprašćati		v.tr. ipf.
13330	uprava		f.
5077	upravitelj		m.anim.
21194	upraviti		v.tr. pf.
13332	upravjati		v.tr. ipf.
21198	upravjati		v.tr. ipf.
20247	upravjeńje		n.
32775	upręž		f.
2132	uprostiti		v.tr. pf.
20004	uprošćeńje		n.
13334	uprošćeny		adj.
30955	upyŕ		m.anim.
35097	uragan		m.
35064	Ural		m.sg.
35063	uraľsky		adj.
1569	uran		m.sg.
23648	Uran		m.sg.
3749	uråvėnj	#	m./f.
20252	uråvniti		v.tr. pf.
20248	uråvnjati		v.tr. ipf.
1028	uraza		f.
1030	uraziti		v.tr. pf.
33390	urazlivy		adj.
622	uražati		v.tr. ipf.
33392	uraženy		adj.
3762	uręd		m.
22369	uręditi		v.tr. pf.
21203	urędnik		m.anim.
22366	uręđati		v.tr. ipf.
21603	urěkati		v.tr. ipf.
21605	urěkti		v.tr. pf.
6330	#urězati	(urěže)	v.tr. pf.
6332	urězyvati		v.tr. ipf.
32789	urna		f.
34981	urod		m.
1896	uroditi sę		v.refl. pf.
1556	uroditi		v.tr. pf.
21608	uroditi		v.tr. pf.
1660	urodlivy		adj.
21607	urođaj		m.
15116	urođeńje		n.
21609	urok		m.
22448	Urugvaj		m.sg.
22449	urugvajsky		adj.
23943	urvati	(urve)	v.tr. pf.
23940	uryvati		v.tr. ipf.
19076	usěsti	(usěde)	v.intr. pf.
1100	usiliti		v.tr. pf.
1432	usiljati		v.tr. ipf.
1614	usiľje		n.
6317	usiljeńje		n.
4246	usilovati		v.intr. ipf.
35318	uskoriti		v.tr. pf.
35319	uskorjati		v.tr. ipf.
36313	uskorjeńje		n.
3094	uslovje		n.
1618	uslovny		adj.
15117	usložniti		v.tr. pf.
15118	usložnjati		v.tr. ipf.
5128	usluga		f.
1552	uslyšati	(uslyši)	v.tr. pf.
1624	usměh		m.
1634	usměhati sę		v.refl. ipf.
1615	usměhnųti sę		v.refl. pf.
20789	usmŕćati		v.tr. ipf.
20790	usmŕtiti		v.tr. pf.
21615	usnųti	(usne)	v.intr. pf.
5453	usȯhnųti		v.intr. pf.
1616	uspěh		m.
13362	uspěhlivy		adj.
15631	uspěšnica		f.
15632	uspěšnik		m.anim.
3912	uspěšno		adv.
3911	uspěšny		adj.
4042	uspěti		v.intr. pf.
5565	uspěvati		v.intr. ipf.
1590	uspokajati		v.tr. ipf.
5877	uspokojeńje		n.sg.
13373	uspokojeny		adj.
1589	uspokojiti		v.tr. pf.
3830	usposabjati		v.tr. ipf.
3831	usposobiti		v.tr. pf.
20256	uspravědliviti		v.tr. pf.
36409	uspravědlivjati		v.tr. ipf.
20257	uspravědlivjeńje		n.
21618	usŕdny		adj.
1530	usta		n.pl.
21808	ustaliti		v.tr. pf.
21801	ustaljati		v.tr. ipf.
23293	ustaljeny		adj.
13386	ustalosť		f.
13387	ustaly		adj.
5132	ustanavjati		v.tr. ipf.
34983	ustanovitelj		m.anim.
5133	ustanoviti		v.tr. pf.
13384	ustanovjeny		adj.
16470	ustati	(ustane)	v.intr. pf.
21799	ustati	(ustane)	v.intr. pf.
21809	ustav		m.
21810	ustav		m.
13388	ustavati		v.intr. ipf.
21798	ustavati		v.intr. ipf.
3952	ustaviti		v.tr. pf.
3951	ustavjati		v.tr. ipf.
3953	ustavjeńje		n.
35232	ustavny		adj.
33597	usťje		n.
5169	ustny		adj.
21923	ustrajati		v.tr. ipf.
31998	ustrica		f.
3913	ustroj		m.
19090	ustrojitelj		m.anim.
21924	ustrojiti		v.tr. pf.
19095	ustrojstvo		n.sg.
732	ustųpati	(+3)	v.tr. ipf.
21973	ustųpati		v.intr. ipf.
1648	ustųpiti	(+3)	v.tr. pf.
21977	ustųpiti		v.intr. pf.
15120	ustųpjeńje		n.
1650	ustųpka		f.
6047	ustųpny		adj.
5452	usyhati		v.intr. ipf.
4877	uši		f.pl.
5421	utěkati		v.intr. ipf.
6067	utěkati		v.intr. ipf.
5420	utekti		v.intr. pf.
6068	utekti		v.intr. pf.
19097	utekųćiniti		v.tr. pf.
19096	utekųćinjati		v.tr. ipf.
36193	utělesniti		v.tr. pf.
36192	utělesnjati		v.tr. ipf.
13409	utes		m.
23664	utěšati		v.tr. ipf.
23668	utěšeńje		n.
23665	utěšiti		v.tr. pf.
13410	utęžati		v.tr. ipf.
13411	utęžiti		v.tr. pf.
36461	utilitarny		adj.
